victor_id	ogg_iri	victor_host_name	victor_host_taxon	victor_host_cell_ontology_iri	victor_host_cell_ontology_name	victor_host_cell_line_ontology_iri	victor_host_cell_line_ontology_name	reference_annotation
2231	OGG_3000961932	cattle	9913					MUTATION: Z3023 mutant is attenuated in calves [PMID:15528651].
2232	OGG_3000961934	cattle	9913					MUTATION: Z3026 mutant is attenuated in calves [PMID:15528651].
2233	OGG_3000961974	cattle	9913					MUTATION: z3062 mutant is attenuated in calves [PMID:15731074].
2234	OGG_3000962089	cattle	9913					MUTATION: manB mutant is attenuated in calves [PMID:15528651].
2235	OGG_3000962090	cattle	9913					MUTATION: manC mutant is attenuated in calves [PMID:15528651].
2236	OGG_3000962092	cattle	9913					MUTATION: fcl mutant is attenuated in calves [PMID:15528651].
2237	OGG_3000962094	cattle	9913					MUTATION: wbdP mutant is attenuated in calves [PMID:15528651].
2238	OGG_3000962095	cattle	9913					MUTATION: per mutant is attenuated in calves [PMID:15528651].
2239	OGG_3006143094	mouse	10090					MUTATION: attenuated in mice [PMID:11553558].
2240	OGG_3006143458	mouse	10090					MUTATION: attenuated in mice [PMID:12117951].
2241	OGG_3006144084	mouse	10090					MUTATION: attenuated in mice [PMID:2973985].
2243	OGG_3006144283	mouse	10090					MUTATION: dppA mutant was attenuated 10- to 50-fold compared to the wild type for colonization of the bladders and kidneys of mice [PMID:17074858].
2244	OGG_3006144795	cattle	9913					MUTATION: fliC deletion mutants had reduced adherence in bovine tissue compared to the wild type EHEC and EPEC strains [PMID:17693516].
2245	OGG_3006145010	mouse	10090					MUTATION: attenuated in mice [PMID:11553558].
2246	OGG_3006145117	mouse	10090					MUTATION: attenuated in mice [PMID:2973985].
2247	OGG_3006145732	human	9606					MUTATION: attenuated in mice and humans [PMID:18482721].
2247	OGG_3006145732	mouse	10090					MUTATION: attenuated in mice and humans [PMID:18482721].
2248	OGG_3006145998	mouse	10090					MUTATION: attenuated in mice [PMID:2973985].
2251	OGG_3006146360	human	9606					MUTATION: deletion mutant was significantly less invasive in human brain microvascular endothelial cells (BMECs) than the parent strain (E. coli K1) [PMID:11237832].
2253	OGG_3006147083	mouse	10090					MUTATION: attenuated in mice [PMID:2973985].
2257	OGG_3000945843	mouse	10090					MUTATION: attenuated in mice [PMID:11553558].
2259	OGG_3000948062	mouse	10090					MUTATION: dppA mutant was attenuated 10- to 50-fold compared to the wild type for colonization of the bladders and kidneys of mice [PMID:17074858].
2262	OGG_3000948327	mouse	10090					MUTATION: attenuated in mice [PMID:12117951].
2265	OGG_3000948847	human	9606					MUTATION: attenuated in humans and mice [PMID:18482721].
2265	OGG_3000948847	mouse	10090					MUTATION: attenuated in humans and mice [PMID:18482721].
2267	OGG_3000949101	cattle	9913					MUTATION: fliC deletion mutants had reduced adherence in bovine tissue compared to the wild type EHEC and EPEC strains [PMID:17693516].
2269	OGG_3006058282	mouse	10090					MUTATION: attenuated in mice [PMID:11553558].
2270	OGG_3006058698	mouse	10090					MUTATION: dppA mutant was attenuated 10- to 50-fold compared to the wild type for colonization of the bladders and kidneys of mice [PMID:17074858].
2271	OGG_3006058984	mouse	10090					MUTATION: attenuated in mice [PMID:12117951].
2277	OGG_3001789732	cattle	9913					MUTATION: espP  mutant is attenuated in calves [PMID:17451446].
2280	OGG_3005616581	chicken	9031					MUTATION: tsh mutant is attenuated in chickens [PMID:18589815].
2281	OGG_3005616645	mouse	10090					MUTATION: iroA gene cluster mutants were unable to resist Lcn2 in mouse serum [PMID:17060628].
2282	OGG_3005616647	chicken	9031					MUTATION: attenuated in chicks [PMID:18541653].
2283	OGG_3005616648	chicken	9031					MUTATION: attenuated in chicks [PMID:18541653].
2284	OGG_3005616649	chicken	9031					MUTATION: attenuated in chicks [PMID:18541653].
2285	OGG_3005616676	mouse	10090					MUTATION: attenuated in mice [PMID:11553558].
2286	OGG_3005616677	mouse	10090					MUTATION: attenuated in mice [PMID:2973985].
2287	OGG_3005616678	mouse	10090					MUTATION: attenuated in mice [PMID:2973985].
2288	OGG_3005616680	mouse	10090					MUTATION: attenuated in mice [PMID:2973985].
2289	OGG_3005585855	rabbit	9986					MUTATION: interruption of the eatA gene retarded fluid accumulation in the rabbit ileal loop model, suggesting that this autotransporter contributes to the virulence of ETEC [PMID:14977988].
2292	OGG_3003683719	cattle	9913					MUTATION: espP mutant is attenuated in calves [PMID:17451446].
2294	OGG_3003683747	cattle	9913					MUTATION: hlyA mutant is attenuated in calves [PMID:15731074].
2303	OGG_3001068432	mouse	10090					MUTATION: tdcA mutant is less invasive of cultured epithelial cells and attenuated in mice [PMID:19812899].
2303	OGG_3001068432	mouse	10090	http://purl.obolibrary.org/obo/CL_0000066	epithelial cell			MUTATION: tdcA mutant is less invasive of cultured epithelial cells and attenuated in mice [PMID:19812899].
2304	OGG_3001068841	human	9606					MUTATION: invE mutants were unable to penetrate Henle-407 human intestinal cells and Madin-Darby canine kidney cells [PMID:1631083].
2305	OGG_3001068847	cattle	9913					MUTATION: invH mutants are attenuated in calves [PMID:9529064].
2318	OGG_3001069221	mouse	10090					MUTATION: waaP mutant is avirulent in mice [PMID:10899846].
2320	OGG_3001070204	chicken	9031					MUTATION: fliC mutants were attenuated in orally inoculated chicks [PMID:11731137].
2321	OGG_3001070679	mouse	10090					MUTATION: spiC mutant cannot survive within macrophages and is attenuated in mice [PMID:10406797].
2321	OGG_3001070679	mouse	10090	http://purl.obolibrary.org/obo/CL_0000235	macrophage			MUTATION: spiC mutant cannot survive within macrophages and is attenuated in mice [PMID:10406797].
2322	OGG_3001070690	mouse	10090					MUTATION: sseC mutant is attenuated in mice [PMID:11159962].
2323	OGG_3001070691	mouse	10090					MUTATION: sseD mutant is attenuated in mice [PMID:11159962].
2324	OGG_3001070703	mouse	10090					MUTATION: ssaM mutant is attenuated in mice [PMID:15491354].
2325	OGG_3001070705	human	9606					MUTATION: ssaV and aroC double mutants are attenuated in humans [PMID:19745519].
2329	OGG_3005135110	mouse	10090					MUTATION: pykF mutant is attenuated in mice [PMID:11952899].
2330	OGG_3005135123	mouse	10090					MUTATION: fbp mutant is attenuated in mice [PMID:11952899].
2331	OGG_3005135225	mouse	10090					MUTATION: cyaA mutant is attenuated in mice [PMID:11952899].
2332	OGG_3005135247	mouse	10090					MUTATION: fur mutant is attenuated in mice [PMID:11952899].
2333	OGG_3005135251	mouse	10090					MUTATION: mukB mutant is attenuated in mice [PMID:11952899].
2335	OGG_3005135353	mouse	10090					MUTATION: frdC mutant is attenuated in mice [PMID:11952899].
2336	OGG_3005135444	mouse	10090					MUTATION: rfbB mutant is attenuated in mice [PMID:9515705].
2337	OGG_3005135591	mouse	10090					MUTATION: ubiC mutant is attenuated in mice [PMID:11952899].
2338	OGG_3005135619	mouse	10090					MUTATION: tolB mutant is attenuated in mice [PMID:11952899].
2339	OGG_3005135659	mouse	10090					MUTATION: acpS mutant is attenuated in mice [PMID:11952899].
2341	OGG_3005135974	mouse	10090					MUTATION: tcpT mutant is attenuated in mice [PMID:9515705].
2342	OGG_3005136021	mouse	10090					MUTATION: toxR mutant is attenuated in mice [PMID:2883655].
2344	OGG_3005136051	mouse	10090					MUTATION: carB mutant is attenuated in mice [PMID:11952899].
2346	OGG_3005136329	mouse	10090					MUTATION: gshB mutant is attenuated in mice [PMID:11952899].
2347	OGG_3005136378	mouse	10090					MUTATION: nqrE mutant is attenuated in mice [PMID:11952899].
2348	OGG_3005136416	mouse	10090					MUTATION: fabG mutant is attenuated in mice [PMID:11952899].
2349	OGG_3005136424	mouse	10090					MUTATION: toxT mutant is attenuated in mice [PMID:9515705].
2350	OGG_3005136447	mouse	10090					MUTATION: purD mutant is attenuated in mice [PMID:9515705].
2351	OGG_3005136575	mouse	10090					MUTATION: rpoS mutants had defective colonization ability of mice intestines compared to the wild type [PMID:11083783].
2352	OGG_3005136631	mouse	10090					MUTATION: trpG mutant is attenuated in mice [PMID:11952899].
2353	OGG_3005136658	mouse	10090					MUTATION: purF mutant is attenuated in mice [PMID:11952899].
2354	OGG_3005136680	mouse	10090					MUTATION: purL mutant is attenuated in mice [PMID:11952899].
2355	OGG_3005136709	mouse	10090					MUTATION: rpoE mutant is attenuated in mice [PMID:12228259].
2356	OGG_3005136723	mouse	10090					MUTATION: relA mutant is attenuated in mice [PMID:12896985].
2357	OGG_3005136731	mouse	10090					MUTATION: lysA mutant is attenuated in mice [PMID:11952899].
2358	OGG_3005136758	mouse	10090					MUTATION: aceF mutant is attenuated in mice [PMID:11952899].
2359	OGG_3005136800	mouse	10090					MUTATION: tcpA mutant has defect in colonization of infant mice [PMID:8698524].
2360	OGG_3005136801	mouse	10090					MUTATION: acfC mutant had a defect in colonization of mice, and had a ten-fold increase in the 50% lethal dose in mice [PMID:2902009].
2361	OGG_3005136823	mouse	10090					MUTATION: rfbL mutant is attenuated in mice [PMID:9515705].
2362	OGG_3005136909	mouse	10090					MUTATION: nqrF mutant is attenuated in mice [PMID:11952899].
2363	OGG_3005136975	mouse	10090					MUTATION: galM mutant is attenuated in mice [PMID:11952899].
2364	OGG_3005137028	mouse	10090					MUTATION: recO mutant is attenuated in mice [PMID:11952899].
2365	OGG_3005137059	mouse	10090					MUTATION: ilvD mutant is attenuated in mice [PMID:11952899].
2366	OGG_3005137095	mouse	10090					MUTATION: deoC mutant is attenuated in mice [PMID:11952899].
2367	OGG_3005137124	mouse	10090					MUTATION: acfB mutant had a defect in colonization of mice, and had a ten-fold increase in the 50% lethal dose in mice [PMID:2902009].
2368	OGG_3005137360	mouse	10090					MUTATION: purK mutant is attenuated in mice [PMID:9515705].
2369	OGG_3005137512	mouse	10090					MUTATION: pta mutant is attenuated in mice [PMID:9515705].
2370	OGG_3005137546	mouse	10090					MUTATION: acfA mutant had a defect in colonization of mice, and had a ten-fold increase in the 50% lethal dose in mice [PMID:2902009].
2371	OGG_3005137652	mouse	10090					MUTATION: galK mutant is attenuated in mice [PMID:11952899].
2372	OGG_3005137723	mouse	10090					MUTATION: carA mutant is attenuated in mice [PMID:11952899].
2373	OGG_3005137829	mouse	10090					MUTATION: sspA mutant is attenuated in mice [PMID:11952899].
2374	OGG_3005137832	mouse	10090					MUTATION: bioB mutant is attenuated in mice [PMID:9515705].
2375	OGG_3005137888	mouse	10090					MUTATION: irgA mutant is attenuated in mice [PMID:2152889].
2376	OGG_3005137918	mouse	10090					MUTATION: tcpE mutant is attenuated in mice [PMID:9515705].
2377	OGG_3005133978	mouse	10090					MUTATION: zwf mutant is attenuated in mice [PMID:11952899].
2378	OGG_3005133989	mouse	10090					MUTATION: ydbK mutant is attenuated in mice [PMID:11952899].
2381	OGG_3005134754	mouse	10090					MUTATION: phaC mutant is attenuated in mice [PMID:11952899].
2383	OGG_3002612154	mouse	10090					MUTATION: VCA0688 mutant is attenuated in mice [PMID:11952899].
2384	OGG_3002612226	mouse	10090					MUTATION: VCA0910 mutant is attenuated in mice [PMID:11952899].
2385	OGG_3002612229	mouse	10090					MUTATION: VCA0006 mutant is attenuated in mice [PMID:11952899].
2386	OGG_3002612274	mouse	10090					MUTATION: VCA0903 mutant is attenuated in mice [PMID:11952899].
2387	OGG_3002612623	mouse	10090					MUTATION: VCA0896 mutant is attenuated in mice [PMID:11952899].
2388	OGG_3002612672	mouse	10090					MUTATION: VCA0600 mutant is attenuated in mice [PMID:11952899].
2389	OGG_3002612692	mouse	10090					MUTATION: VCA0578 mutant is attenuated in mice [PMID:11952899].
2390	OGG_3002612700	mouse	10090					MUTATION: VCA0530 mutant is attenuated in mice [PMID:11952899].
2391	OGG_3002612870	mouse	10090					MUTATION: VCA0583 mutant is attenuated in mice [PMID:11952899].
2392	OGG_3002612901	mouse	10090					MUTATION: VCA0930 mutant is attenuated in mice [PMID:11952899].
2393	OGG_3002612960	mouse	10090					MUTATION: VC0028 mutant was attenuated in mice [PMID:11952899].
2394	OGG_3002612962	mouse	10090					MUTATION: cyaA mutant is attenuated in mice [PMID:11952899].
2395	OGG_3002612968	mouse	10090					MUTATION: VC2426 (pilD/vcpD) mutant is attenuated in mice [PMID:9781884].
2396	OGG_3002612975	mouse	10090					MUTATION: VC2433 mutant is attenuated in mice [PMID:11952899].
2397	OGG_3002612978	mouse	10090					MUTATION: tolC mutant is deficient in intestinal colonization of mice [PMID:11402016].
2398	OGG_3002612979	mouse	10090					MUTATION: VC2437 mutant is attenuated in mice [PMID:11952899].
2399	OGG_3002612995	mouse	10090					MUTATION: barA mutant is attenuated in mice [PMID:11952899].
2400	OGG_3002612997	mouse	10090					MUTATION: VC2455 mutant is attenuated in mice [PMID:11952899].
2401	OGG_3002612999	mouse	10090					MUTATION: acpS mutant is attenuated in mice [PMID:11952899].
2402	OGG_3002613001	mouse	10090					MUTATION: recO mutant is attenuated in mice [PMID:11952899].
2403	OGG_3002613058	mouse	10090					MUTATION: carB mutant is attenuated in mice [PMID:11952899].
2404	OGG_3002613059	mouse	10090					MUTATION: VC2390 mutant is attenuated in mice [PMID:11952899].
2405	OGG_3002613082	mouse	10090					MUTATION: aceF mutant is attenuated in mice [PMID:11952899].
2406	OGG_3002613091	mouse	10090					MUTATION: VC2295 mutant is attenuated in mice [PMID:11952899].
2407	OGG_3002613116	mouse	10090					MUTATION: VC2320 mutant is attenuated in mice [PMID:11952899].
2408	OGG_3002613212	mouse	10090					MUTATION: VC2290 mutant is attenuated in mice [PMID:11952899].
2409	OGG_3002613213	mouse	10090					MUTATION: VC2291 mutant is attenuated in mice [PMID:11952899].
2410	OGG_3002613246	mouse	10090					MUTATION: VC2206 (flgP) mutant is defective in intestinal colonization of mice [PMID:17981980].
2411	OGG_3002613362	mouse	10090					MUTATION: fur mutant is attenuated in mice [PMID:11952899].
2412	OGG_3002613400	mouse	10090					MUTATION: fabG mutant is attenuated in mice [PMID:11952899].
2413	OGG_3002613409	mouse	10090					MUTATION: VC2030 mutant is attenuated in mice [PMID:11952899].
2414	OGG_3002613423	mouse	10090					MUTATION: aphA mutant is attenuated in mice [PMID:11489126].
2415	OGG_3002613432	mouse	10090					MUTATION: VC2052 mutant is attenuated in mice [PMID:11952899].
2416	OGG_3002613447	mouse	10090					MUTATION: VC2067 mutant is attenuated in mice [PMID:11952899].
2417	OGG_3002613590	mouse	10090					MUTATION: tolB mutant is attenuated in mice [PMID:11952899].
2418	OGG_3002613641	mouse	10090					MUTATION: VC1887 mutant is attenuated in mice [PMID:11952899].
2419	OGG_3002613651	mouse	10090					MUTATION: VC1771 mutant is attenuated in mice [PMID:11952899].
2420	OGG_3002613719	mouse	10090					MUTATION: mukB mutant is attenuated in mice [PMID:11952899].
2421	OGG_3002613720	mouse	10090					MUTATION: VC1715 mutant is attenuated in mice [PMID:11952899].
2422	OGG_3002613721	mouse	10090					MUTATION: VC1716 mutant is attenuated in mice [PMID:11952899].
2423	OGG_3002613770	mouse	10090					MUTATION: VC1639 mutant is attenuated in mice [PMID:11952899].
2424	OGG_3002613806	mouse	10090					MUTATION: VC1675 mutant is attenuated in mice [PMID:11952899].
2425	OGG_3002613848	mouse	10090					MUTATION: galM mutant is attenuated in mice [PMID:11952899].
2426	OGG_3002613849	mouse	10090					MUTATION: VC1595 mutant is attenuated in mice [PMID:11952899].
2427	OGG_3002614180	mouse	10090					MUTATION: VC0257 mutant is attenuated in mice [PMID:11952899].
2428	OGG_3002614218	mouse	10090					MUTATION: VC0965 mutant is attenuated in mice [PMID:11952899].
2429	OGG_3002614257	mouse	10090					MUTATION: VC1004 mutant is attenuated in mice [PMID:11952899].
2430	OGG_3002614265	mouse	10090					MUTATION: VC1012 mutant is attenuated in mice [PMID:11952899].
2431	OGG_3002614274	mouse	10090					MUTATION: VC0251 mutant is attenuated in mice [PMID:11952899].
2432	OGG_3002614277	mouse	10090					MUTATION: rfbL mutant is attenuated in mice [PMID:11952899].
2433	OGG_3002614278	mouse	10090					MUTATION: VC0250 mutant is attenuated in mice [PMID:11952899].
2434	OGG_3002614291	mouse	10090					MUTATION: luxO mutant is defective in colonization of infant mouse intestine [PMID:11854465].
2435	OGG_3002614345	mouse	10090					MUTATION: VC1075 mutant is attenuated in mice [PMID:11952899].
2436	OGG_3002614368	mouse	10090					MUTATION: VC1098 mutant is attenuated in mice [PMID:11952899].
2437	OGG_3002614419	mouse	10090					MUTATION: VC0051 mutant is attenuated in mice [PMID:11952899].
2438	OGG_3002614466	mouse	10090					MUTATION: VC0032 mutant is attenuated in mice [PMID:11952899].
2439	OGG_3002614481	mouse	10090					MUTATION: VC0036 mutant is attenuated in mice [PMID:11952899].
2440	OGG_3002614493	mouse	10090					MUTATION: tcpP mutant is attenuated in mice [PMID:11952899].
2441	OGG_3002614495	mouse	10090					MUTATION: VC0828 mutant is attenuated in mice [PMID:11952899].
2442	OGG_3002614498	mouse	10090					MUTATION: VC0831 mutant is attenuated in mice [PMID:11952899].
2443	OGG_3002614502	mouse	10090					MUTATION: VC0835 mutant is attenuated in mice [PMID:11952899].
2444	OGG_3002614503	mouse	10090					MUTATION: tcpE mutant is attenuated in mice [PMID:11952899].
2445	OGG_3002614504	mouse	10090					MUTATION: tcpF mutant is attenuated in mice [PMID:11952899].
2446	OGG_3002614536	mouse	10090					MUTATION: VC0869 mutant is attenuated in mice [PMID:11952899].
2447	OGG_3002614565	mouse	10090					MUTATION: VC0247 mutant is attenuated in mice [PMID:11952899].
2448	OGG_3002614566	mouse	10090					MUTATION: VC0244 mutant is attenuated in mice [PMID:11952899].
2449	OGG_3002614595	mouse	10090					MUTATION: VC1162 mutant is attenuated in mice [PMID:11952899].
2450	OGG_3002614606	mouse	10090					MUTATION: VC1173 mutant is attenuated in mice [PMID:11952899].
2451	OGG_3002614701	mouse	10090					MUTATION: VC0192 mutant is attenuated in mice [PMID:11952899].
2452	OGG_3002614702	mouse	10090					MUTATION: VC0212 mutant is attenuated in mice [PMID:11952899].
2453	OGG_3002614705	mouse	10090					MUTATION: VC0242 mutant is attenuated in mice [PMID:11952899].
2454	OGG_3002614706	mouse	10090					MUTATION: VC0243 mutant is attenuated in mice [PMID:11952899].
2455	OGG_3002614707	mouse	10090					MUTATION: VC0239 mutant is attenuated in mice [PMID:11952899].
2456	OGG_3002614834	mouse	10090					MUTATION: VC1380 mutant is attenuated in mice [PMID:11952899].
2457	OGG_3002614849	mouse	10090					MUTATION: VC0238 mutant is attenuated in mice [PMID:11952899].
2458	OGG_3002614878	mouse	10090					MUTATION: VC0260 mutant is attenuated in mice [PMID:11952899].
2459	OGG_3002615060	mouse	10090					MUTATION: hfq mutant fails to colonize the suckling mouse intestine [PMID:15225327].
2460	OGG_3002615121	mouse	10090					MUTATION: VC0459 mutant is attenuated in mice [PMID:11952899].
2461	OGG_3002615130	mouse	10090					MUTATION: VC0468 mutant is attenuated in mice [PMID:11952899].
2462	OGG_3002615170	mouse	10090					MUTATION: VC2506 mutant is attenuated in mice [PMID:11952899].
2463	OGG_3002615253	mouse	10090					MUTATION: sspA mutant is attenuated in mice [PMID:11952899].
2464	OGG_3002615261	mouse	10090					MUTATION: VC0259 mutant is attenuated in mice [PMID:11952899].
2465	OGG_3002615279	mouse	10090					MUTATION: VC0485 mutant is attenuated in mice [PMID:11952899].
2466	OGG_3002615366	mouse	10090					MUTATION: VC0125 mutant is attenuated in mice [PMID:11952899].
2467	OGG_3002615384	mouse	10090					MUTATION: VC0596 mutant is attenuated in mice [PMID:11952899].
2468	OGG_3002615427	mouse	10090					MUTATION: VC0639 mutant is attenuated in mice [PMID:11952899].
2469	OGG_3002615437	mouse	10090					MUTATION: VC0647 mutant is attenuated in mice [PMID:11952899].
2470	OGG_3002615561	mouse	10090					MUTATION: VC2544 mutant is attenuated in mice [PMID:11952899].
2471	OGG_3002615664	mouse	10090					MUTATION: VC2347 mutant is attenuated in mice [PMID:11952899].
2473	OGG_3002615677	mouse	10090					MUTATION: VC2660 mutant is attenuated in mice [PMID:11952899].
2474	OGG_3002615733	mouse	10090					MUTATION: VC0724 mutant is attenuated in mice [PMID:11952899].
2475	OGG_3002615736	mouse	10090					MUTATION: phoU mutant is attenuated in mice [PMID:11952899].
2476	OGG_3002615814	mouse	10090					MUTATION: VC0523 mutant is attenuated in mice [PMID:11952899].
2477	OGG_3002615822	mouse	10090					MUTATION: VC0095 mutant is attenuated in mice [PMID:11952899].
2478	OGG_3002615825	mouse	10090					MUTATION: VC0132 mutant is attenuated in mice [PMID:11952899].
2479	OGG_3005236061	mouse	10090					MUTATION: yopK mutant has an increased LD50 dose in mice, and infected mice died after 5 days as compared to mice infected with the wild type died after just 3 days [PMID:3002984].
2481	OGG_3005236067	mouse	10090					MUTATION: yopM mutant is attenuated in mice compared to the wild type [PMID:2401564].
2483	OGG_3005236069	mouse	10090					MUTATION: yopB mutant is avirulent in mouse model, fails to elicit a cytotoxic response in cultured HeLa cells and is unable to inhibit phagocytosis by macrophage-like J774 cells [PMID:8918459].
2483	OGG_3005236069	mouse	10090	http://purl.obolibrary.org/obo/CL_0000235	macrophage			MUTATION: yopB mutant is avirulent in mouse model, fails to elicit a cytotoxic response in cultured HeLa cells and is unable to inhibit phagocytosis by macrophage-like J774 cells [PMID:8918459].
2484	OGG_3005236070	mouse	10090					MUTATION: lcrH mutant is avirulent in mice [PMID:2707857].
2485	OGG_3005236071	mouse	10090					MUTATION: lcrV mutants are avirulent in mice [PMID:7730287].
2486	OGG_3005236089	mouse	10090					MUTATION: lcrF mutant is attenuated in mice [PMID:14742535].
2487	OGG_3005236097	mouse	10090					MUTATION: The LD50 for the mouse of the yscH mutant was 10-fold higher than that of the parental strain indicating that YopR is involved in pathogenesis [PMID:8709853].
2489	OGG_3005236112	mouse	10090					MUTATION: ypkA mutants of Y. pseudotuberculosis are attenuated in mice [PMID:8441468].
2490	OGG_3005236139	mouse	10090					MUTATION: yopE mutants are attenuated after oral or intraperitoneal infection in mice, but are not attenuated after intravenous infection in mice [PMID:2191183].
2492	OGG_3003077339	mouse	10090					MUTATION: caf1A mutants are attenuated in mice [PMID:14711524].
2493	OGG_3003077340	mouse	10090					MUTATION: caf1M mutants are attenuated in mice [PMID:14711524].
2494	OGG_3002767618	mouse	10090					MUTATION: caf1M mutants are attenuated in mice [PMID:14711524].
2495	OGG_3002767657	mouse	10090					MUTATION: caf1A mutants are attenuated in mice [PMID:14711524].
2497	OGG_3002767486	mouse	10090					MUTATION: lcrH (sycD) mutant is avirulent in mice [PMID:2707857].
2498	OGG_3002767487	mouse	10090					MUTATION: yopB mutant is avirulent in mouse model, fails to elicit a cytotoxic response in cultured HeLa cells and is unable to inhibit phagocytosis by macrophage-like J774 cells [PMID:8918459].
2498	OGG_3002767487	mouse	10090	http://purl.obolibrary.org/obo/CL_0000235	macrophage			MUTATION: yopB mutant is avirulent in mouse model, fails to elicit a cytotoxic response in cultured HeLa cells and is unable to inhibit phagocytosis by macrophage-like J774 cells [PMID:8918459].
2502	OGG_3002767532	mouse	10090					MUTATION: lcrV mutants are avirulent in mice [PMID:7730287].
2503	OGG_3002767553	mouse	10090					MUTATION: yopK (yopQ) mutant has an increased LD50 dose in mice, and infected mice died after 5 days as compared to mice infected with the wild type died after just 3 days [PMID:3002984].
2504	OGG_3002767558	mouse	10090					MUTATION: lcrF mutant is attenuated in mice [PMID:14742535].
2505	OGG_3002767571	mouse	10090					MUTATION: ypkA mutants of Y. pseudotuberculosis are attenuated in mice [PMID:8441468].
2506	OGG_3002767574	mouse	10090					MUTATION: yopM mutant is attenuated in mice compared to the wild type [PMID:2401564].
2507	OGG_3002767576	mouse	10090					MUTATION: The LD50 for the mouse of the yscH mutant was 10-fold higher than that of the parental strain indicating that YopR is involved in pathogenesis [PMID:8709853].
2508	OGG_3002767578	mouse	10090					MUTATION: yopE mutants are attenuated after oral or intraperitoneal infection in mice, but are not attenuated after intravenous infection in mice [PMID:2191183].
2509	OGG_3001149271	mouse	10090					MUTATION: ypkA mutants of Y. pseudotuberculosis are attenuated in mice [PMID:8441468].
2511	OGG_3001149284	mouse	10090					MUTATION: The LD50 for the mouse of the yscH mutant was 10-fold higher than that of the parental strain indicating that YopR is involved in pathogenesis [PMID:8709853].
2512	OGG_3001149292	mouse	10090					MUTATION: lcrF mutant is attenuated in mice [PMID:14742535].
2513	OGG_3001149310	mouse	10090					MUTATION: lcrV mutants are avirulent in mice [PMID:7730287].
2514	OGG_3001149311	mouse	10090					MUTATION: lcrH mutant is avirulent in mice [PMID:2707857].
2515	OGG_3001149312	mouse	10090					MUTATION: yopB mutant is avirulent in mouse model, fails to elicit a cytotoxic response in cultured HeLa cells and is unable to inhibit phagocytosis by macrophage-like J774 cells [PMID:8918459].
2515	OGG_3001149312	mouse	10090	http://purl.obolibrary.org/obo/CL_0000235	macrophage			MUTATION: yopB mutant is avirulent in mouse model, fails to elicit a cytotoxic response in cultured HeLa cells and is unable to inhibit phagocytosis by macrophage-like J774 cells [PMID:8918459].
2517	OGG_3001149317	mouse	10090					MUTATION: yopM mutant is attenuated in mice compared to the wild type [PMID:2401564].
2519	OGG_3001149323	mouse	10090					MUTATION: yopK mutant has an increased LD50 dose in mice, and infected mice died after 5 days as compared to mice infected with the wild type died after just 3 days [PMID:3002984].
2520	OGG_3001149332	mouse	10090					MUTATION: yopE mutants are attenuated after oral or intraperitoneal infection in mice, but are not attenuated after intravenous infection in mice [PMID:2191183].
2521	OGG_3001149148	mouse	10090					MUTATION: pla mutant is attenuated in mice [PMID:1439793].
2522	OGG_3001149097	mouse	10090					MUTATION: The LD50 for the mouse of the yscH mutant was 10-fold higher than that of the parental strain indicating that YopR is involved in pathogenesis [PMID:8709853].
2523	OGG_3001149104	mouse	10090					MUTATION: lcrF mutant is attenuated in mice [PMID:14742535].
2524	OGG_3001149118	mouse	10090					MUTATION: lcrV mutants are avirulent in mice [PMID:7730287].
2525	OGG_3001149119	mouse	10090					MUTATION: lcrH mutant is avirulent in mice [PMID:2707857].
2526	OGG_3001149120	mouse	10090					MUTATION: yopB mutant is avirulent in mouse model, fails to elicit a cytotoxic response in cultured HeLa cells and is unable to inhibit phagocytosis by macrophage-like J774 cells [PMID:8918459].
2526	OGG_3001149120	mouse	10090	http://purl.obolibrary.org/obo/CL_0000235	macrophage			MUTATION: yopB mutant is avirulent in mouse model, fails to elicit a cytotoxic response in cultured HeLa cells and is unable to inhibit phagocytosis by macrophage-like J774 cells [PMID:8918459].
2528	OGG_3001149123	mouse	10090					MUTATION: yopM mutant is attenuated in mice compared to the wild type [PMID:2401564].
2529	OGG_3001149124	mouse	10090					MUTATION: yopK mutant has an increased LD50 dose in mice, and infected mice died after 5 days as compared to mice infected with the wild type died after just 3 days [PMID:3002984].
2530	OGG_3001149129	mouse	10090					MUTATION: yopE mutants are attenuated  after oral or intraperitoneal infection in mice, but are not attenuated after intravenous infection in mice [PMID:2191183].
2531	OGG_3001149139	mouse	10090					MUTATION: ypkA mutants of Y. pseudotuberculosis are attenuated in mice [PMID:8441468].
2534	OGG_3001149093	mouse	10090					MUTATION: caf1A mutants are attenuated in mice [PMID:14711524].
2535	OGG_3001149094	mouse	10090					MUTATION: caf1M mutants are attenuated in mice [PMID:14711524].
2537	OGG_3002763931	mouse	10090					MUTATION: pcm mutant is attenuated in mice [PMID:14742535].
2538	OGG_3002764073	mouse	10090					MUTATION: hfq mutant is highly attenuated in mice after subcutaneous or intravenous injection and has attenuated survival in macrophages [PMID:19593436].
2538	OGG_3002764073	mouse	10090	http://purl.obolibrary.org/obo/CL_0000235	macrophage			MUTATION: hfq mutant is highly attenuated in mice after subcutaneous or intravenous injection and has attenuated survival in macrophages [PMID:19593436].
2539	OGG_3002764186	mouse	10090					MUTATION: greA mutants are attenuated in mice [PMID:14742535].
2541	OGG_3002764482	mouse	10090					MUTATION: smpB ssrA mutant is attenuated in mice [PMID:20065026].
