victor_id	ncbi_gene_id	ogg_iri	reference_annotation
2377	5133978	http://purl.obolibrary.org/obo/OGG_3005133978	MUTATION: zwf mutant is attenuated in mice [PMID:11952899].
2378	5133989	http://purl.obolibrary.org/obo/OGG_3005133989	MUTATION: ydbK mutant is attenuated in mice [PMID:11952899].
2381	5134754	http://purl.obolibrary.org/obo/OGG_3005134754	MUTATION: phaC mutant is attenuated in mice [PMID:11952899].
2383	2612154	http://purl.obolibrary.org/obo/OGG_3002612154	MUTATION: VCA0688 mutant is attenuated in mice [PMID:11952899].
2384	2612226	http://purl.obolibrary.org/obo/OGG_3002612226	MUTATION: VCA0910 mutant is attenuated in mice [PMID:11952899].
2385	2612229	http://purl.obolibrary.org/obo/OGG_3002612229	MUTATION: VCA0006 mutant is attenuated in mice [PMID:11952899].
2386	2612274	http://purl.obolibrary.org/obo/OGG_3002612274	MUTATION: VCA0903 mutant is attenuated in mice [PMID:11952899].
2387	2612623	http://purl.obolibrary.org/obo/OGG_3002612623	MUTATION: VCA0896 mutant is attenuated in mice [PMID:11952899].
2388	2612672	http://purl.obolibrary.org/obo/OGG_3002612672	MUTATION: VCA0600 mutant is attenuated in mice [PMID:11952899].
2389	2612692	http://purl.obolibrary.org/obo/OGG_3002612692	MUTATION: VCA0578 mutant is attenuated in mice [PMID:11952899].
2390	2612700	http://purl.obolibrary.org/obo/OGG_3002612700	MUTATION: VCA0530 mutant is attenuated in mice [PMID:11952899].
2391	2612870	http://purl.obolibrary.org/obo/OGG_3002612870	MUTATION: VCA0583 mutant is attenuated in mice [PMID:11952899].
2392	2612901	http://purl.obolibrary.org/obo/OGG_3002612901	MUTATION: VCA0930 mutant is attenuated in mice [PMID:11952899].
2393	2612960	http://purl.obolibrary.org/obo/OGG_3002612960	MUTATION: VC0028 mutant was attenuated in mice [PMID:11952899].
2394	2612962	http://purl.obolibrary.org/obo/OGG_3002612962	MUTATION: cyaA mutant is attenuated in mice [PMID:11952899].
2395	2612968	http://purl.obolibrary.org/obo/OGG_3002612968	MUTATION: VC2426 (pilD/vcpD) mutant is attenuated in mice [PMID:9781884].
2396	2612975	http://purl.obolibrary.org/obo/OGG_3002612975	MUTATION: VC2433 mutant is attenuated in mice [PMID:11952899].
2397	2612978	http://purl.obolibrary.org/obo/OGG_3002612978	MUTATION: tolC mutant is deficient in intestinal colonization of mice [PMID:11402016].
2398	2612979	http://purl.obolibrary.org/obo/OGG_3002612979	MUTATION: VC2437 mutant is attenuated in mice [PMID:11952899].
2399	2612995	http://purl.obolibrary.org/obo/OGG_3002612995	MUTATION: barA mutant is attenuated in mice [PMID:11952899].
2400	2612997	http://purl.obolibrary.org/obo/OGG_3002612997	MUTATION: VC2455 mutant is attenuated in mice [PMID:11952899].
2401	2612999	http://purl.obolibrary.org/obo/OGG_3002612999	MUTATION: acpS mutant is attenuated in mice [PMID:11952899].
2402	2613001	http://purl.obolibrary.org/obo/OGG_3002613001	MUTATION: recO mutant is attenuated in mice [PMID:11952899].
2403	2613058	http://purl.obolibrary.org/obo/OGG_3002613058	MUTATION: carB mutant is attenuated in mice [PMID:11952899].
2404	2613059	http://purl.obolibrary.org/obo/OGG_3002613059	MUTATION: VC2390 mutant is attenuated in mice [PMID:11952899].
2405	2613082	http://purl.obolibrary.org/obo/OGG_3002613082	MUTATION: aceF mutant is attenuated in mice [PMID:11952899].
2406	2613091	http://purl.obolibrary.org/obo/OGG_3002613091	MUTATION: VC2295 mutant is attenuated in mice [PMID:11952899].
2407	2613116	http://purl.obolibrary.org/obo/OGG_3002613116	MUTATION: VC2320 mutant is attenuated in mice [PMID:11952899].
2408	2613212	http://purl.obolibrary.org/obo/OGG_3002613212	MUTATION: VC2290 mutant is attenuated in mice [PMID:11952899].
2409	2613213	http://purl.obolibrary.org/obo/OGG_3002613213	MUTATION: VC2291 mutant is attenuated in mice [PMID:11952899].
2410	2613246	http://purl.obolibrary.org/obo/OGG_3002613246	MUTATION: VC2206 (flgP) mutant is defective in intestinal colonization of mice [PMID:17981980].
2411	2613362	http://purl.obolibrary.org/obo/OGG_3002613362	MUTATION: fur mutant is attenuated in mice [PMID:11952899].
2412	2613400	http://purl.obolibrary.org/obo/OGG_3002613400	MUTATION: fabG mutant is attenuated in mice [PMID:11952899].
2413	2613409	http://purl.obolibrary.org/obo/OGG_3002613409	MUTATION: VC2030 mutant is attenuated in mice [PMID:11952899].
2414	2613423	http://purl.obolibrary.org/obo/OGG_3002613423	MUTATION: aphA mutant is attenuated in mice [PMID:11489126].
2415	2613432	http://purl.obolibrary.org/obo/OGG_3002613432	MUTATION: VC2052 mutant is attenuated in mice [PMID:11952899].
2416	2613447	http://purl.obolibrary.org/obo/OGG_3002613447	MUTATION: VC2067 mutant is attenuated in mice [PMID:11952899].
2417	2613590	http://purl.obolibrary.org/obo/OGG_3002613590	MUTATION: tolB mutant is attenuated in mice [PMID:11952899].
2418	2613641	http://purl.obolibrary.org/obo/OGG_3002613641	MUTATION: VC1887 mutant is attenuated in mice [PMID:11952899].
2419	2613651	http://purl.obolibrary.org/obo/OGG_3002613651	MUTATION: VC1771 mutant is attenuated in mice [PMID:11952899].
2420	2613719	http://purl.obolibrary.org/obo/OGG_3002613719	MUTATION: mukB mutant is attenuated in mice [PMID:11952899].
2421	2613720	http://purl.obolibrary.org/obo/OGG_3002613720	MUTATION: VC1715 mutant is attenuated in mice [PMID:11952899].
2422	2613721	http://purl.obolibrary.org/obo/OGG_3002613721	MUTATION: VC1716 mutant is attenuated in mice [PMID:11952899].
2423	2613770	http://purl.obolibrary.org/obo/OGG_3002613770	MUTATION: VC1639 mutant is attenuated in mice [PMID:11952899].
2424	2613806	http://purl.obolibrary.org/obo/OGG_3002613806	MUTATION: VC1675 mutant is attenuated in mice [PMID:11952899].
2425	2613848	http://purl.obolibrary.org/obo/OGG_3002613848	MUTATION: galM mutant is attenuated in mice [PMID:11952899].
2426	2613849	http://purl.obolibrary.org/obo/OGG_3002613849	MUTATION: VC1595 mutant is attenuated in mice [PMID:11952899].
2427	2614180	http://purl.obolibrary.org/obo/OGG_3002614180	MUTATION: VC0257 mutant is attenuated in mice [PMID:11952899].
2428	2614218	http://purl.obolibrary.org/obo/OGG_3002614218	MUTATION: VC0965 mutant is attenuated in mice [PMID:11952899].
2429	2614257	http://purl.obolibrary.org/obo/OGG_3002614257	MUTATION: VC1004 mutant is attenuated in mice [PMID:11952899].
2430	2614265	http://purl.obolibrary.org/obo/OGG_3002614265	MUTATION: VC1012 mutant is attenuated in mice [PMID:11952899].
2431	2614274	http://purl.obolibrary.org/obo/OGG_3002614274	MUTATION: VC0251 mutant is attenuated in mice [PMID:11952899].
2432	2614277	http://purl.obolibrary.org/obo/OGG_3002614277	MUTATION: rfbL mutant is attenuated in mice [PMID:11952899].
2433	2614278	http://purl.obolibrary.org/obo/OGG_3002614278	MUTATION: VC0250 mutant is attenuated in mice [PMID:11952899].
2434	2614291	http://purl.obolibrary.org/obo/OGG_3002614291	MUTATION: luxO mutant is defective in colonization of infant mouse intestine [PMID:11854465].
2435	2614345	http://purl.obolibrary.org/obo/OGG_3002614345	MUTATION: VC1075 mutant is attenuated in mice [PMID:11952899].
2436	2614368	http://purl.obolibrary.org/obo/OGG_3002614368	MUTATION: VC1098 mutant is attenuated in mice [PMID:11952899].
2437	2614419	http://purl.obolibrary.org/obo/OGG_3002614419	MUTATION: VC0051 mutant is attenuated in mice [PMID:11952899].
2438	2614466	http://purl.obolibrary.org/obo/OGG_3002614466	MUTATION: VC0032 mutant is attenuated in mice [PMID:11952899].
2439	2614481	http://purl.obolibrary.org/obo/OGG_3002614481	MUTATION: VC0036 mutant is attenuated in mice [PMID:11952899].
2440	2614493	http://purl.obolibrary.org/obo/OGG_3002614493	MUTATION: tcpP mutant is attenuated in mice [PMID:11952899].
2441	2614495	http://purl.obolibrary.org/obo/OGG_3002614495	MUTATION: VC0828 mutant is attenuated in mice [PMID:11952899].
2442	2614498	http://purl.obolibrary.org/obo/OGG_3002614498	MUTATION: VC0831 mutant is attenuated in mice [PMID:11952899].
2443	2614502	http://purl.obolibrary.org/obo/OGG_3002614502	MUTATION: VC0835 mutant is attenuated in mice [PMID:11952899].
2444	2614503	http://purl.obolibrary.org/obo/OGG_3002614503	MUTATION: tcpE mutant is attenuated in mice [PMID:11952899].
2445	2614504	http://purl.obolibrary.org/obo/OGG_3002614504	MUTATION: tcpF mutant is attenuated in mice [PMID:11952899].
2446	2614536	http://purl.obolibrary.org/obo/OGG_3002614536	MUTATION: VC0869 mutant is attenuated in mice [PMID:11952899].
2447	2614565	http://purl.obolibrary.org/obo/OGG_3002614565	MUTATION: VC0247 mutant is attenuated in mice [PMID:11952899].
2448	2614566	http://purl.obolibrary.org/obo/OGG_3002614566	MUTATION: VC0244 mutant is attenuated in mice [PMID:11952899].
2449	2614595	http://purl.obolibrary.org/obo/OGG_3002614595	MUTATION: VC1162 mutant is attenuated in mice [PMID:11952899].
2450	2614606	http://purl.obolibrary.org/obo/OGG_3002614606	MUTATION: VC1173 mutant is attenuated in mice [PMID:11952899].
2451	2614701	http://purl.obolibrary.org/obo/OGG_3002614701	MUTATION: VC0192 mutant is attenuated in mice [PMID:11952899].
2452	2614702	http://purl.obolibrary.org/obo/OGG_3002614702	MUTATION: VC0212 mutant is attenuated in mice [PMID:11952899].
2453	2614705	http://purl.obolibrary.org/obo/OGG_3002614705	MUTATION: VC0242 mutant is attenuated in mice [PMID:11952899].
2454	2614706	http://purl.obolibrary.org/obo/OGG_3002614706	MUTATION: VC0243 mutant is attenuated in mice [PMID:11952899].
2455	2614707	http://purl.obolibrary.org/obo/OGG_3002614707	MUTATION: VC0239 mutant is attenuated in mice [PMID:11952899].
2456	2614834	http://purl.obolibrary.org/obo/OGG_3002614834	MUTATION: VC1380 mutant is attenuated in mice [PMID:11952899].
2457	2614849	http://purl.obolibrary.org/obo/OGG_3002614849	MUTATION: VC0238 mutant is attenuated in mice [PMID:11952899].
2458	2614878	http://purl.obolibrary.org/obo/OGG_3002614878	MUTATION: VC0260 mutant is attenuated in mice [PMID:11952899].
2459	2615060	http://purl.obolibrary.org/obo/OGG_3002615060	MUTATION: hfq mutant fails to colonize the suckling mouse intestine [PMID:15225327].
2460	2615121	http://purl.obolibrary.org/obo/OGG_3002615121	MUTATION: VC0459 mutant is attenuated in mice [PMID:11952899].
2461	2615130	http://purl.obolibrary.org/obo/OGG_3002615130	MUTATION: VC0468 mutant is attenuated in mice [PMID:11952899].
2462	2615170	http://purl.obolibrary.org/obo/OGG_3002615170	MUTATION: VC2506 mutant is attenuated in mice [PMID:11952899].
2463	2615253	http://purl.obolibrary.org/obo/OGG_3002615253	MUTATION: sspA mutant is attenuated in mice [PMID:11952899].
2464	2615261	http://purl.obolibrary.org/obo/OGG_3002615261	MUTATION: VC0259 mutant is attenuated in mice [PMID:11952899].
2465	2615279	http://purl.obolibrary.org/obo/OGG_3002615279	MUTATION: VC0485 mutant is attenuated in mice [PMID:11952899].
2466	2615366	http://purl.obolibrary.org/obo/OGG_3002615366	MUTATION: VC0125 mutant is attenuated in mice [PMID:11952899].
2467	2615384	http://purl.obolibrary.org/obo/OGG_3002615384	MUTATION: VC0596 mutant is attenuated in mice [PMID:11952899].
2468	2615427	http://purl.obolibrary.org/obo/OGG_3002615427	MUTATION: VC0639 mutant is attenuated in mice [PMID:11952899].
2469	2615437	http://purl.obolibrary.org/obo/OGG_3002615437	MUTATION: VC0647 mutant is attenuated in mice [PMID:11952899].
2470	2615561	http://purl.obolibrary.org/obo/OGG_3002615561	MUTATION: VC2544 mutant is attenuated in mice [PMID:11952899].
2471	2615664	http://purl.obolibrary.org/obo/OGG_3002615664	MUTATION: VC2347 mutant is attenuated in mice [PMID:11952899].
2473	2615677	http://purl.obolibrary.org/obo/OGG_3002615677	MUTATION: VC2660 mutant is attenuated in mice [PMID:11952899].
2474	2615733	http://purl.obolibrary.org/obo/OGG_3002615733	MUTATION: VC0724 mutant is attenuated in mice [PMID:11952899].
2475	2615736	http://purl.obolibrary.org/obo/OGG_3002615736	MUTATION: phoU mutant is attenuated in mice [PMID:11952899].
2476	2615814	http://purl.obolibrary.org/obo/OGG_3002615814	MUTATION: VC0523 mutant is attenuated in mice [PMID:11952899].
2477	2615822	http://purl.obolibrary.org/obo/OGG_3002615822	MUTATION: VC0095 mutant is attenuated in mice [PMID:11952899].
2478	2615825	http://purl.obolibrary.org/obo/OGG_3002615825	MUTATION: VC0132 mutant is attenuated in mice [PMID:11952899].
2479	5236061	http://purl.obolibrary.org/obo/OGG_3005236061	MUTATION: yopK mutant has an increased LD50 dose in mice, and infected mice died after 5 days as compared to mice infected with the wild type died after just 3 days [PMID:3002984].
2481	5236067	http://purl.obolibrary.org/obo/OGG_3005236067	MUTATION: yopM mutant is attenuated in mice compared to the wild type [PMID:2401564].
2482	5236068	http://purl.obolibrary.org/obo/OGG_3005236068	MUTATION: yopD mutants are unable to induce cytotoxicity in HeLa cells  [PMID:1937815].
2483	5236069	http://purl.obolibrary.org/obo/OGG_3005236069	MUTATION: yopB mutant is avirulent in mouse model, fails to elicit a cytotoxic response in cultured HeLa cells and is unable to inhibit phagocytosis by macrophage-like J774 cells [PMID:8918459].
2484	5236070	http://purl.obolibrary.org/obo/OGG_3005236070	MUTATION: lcrH mutant is avirulent in mice [PMID:2707857].
2485	5236071	http://purl.obolibrary.org/obo/OGG_3005236071	MUTATION: lcrV mutants are avirulent in mice [PMID:7730287].
2486	5236089	http://purl.obolibrary.org/obo/OGG_3005236089	MUTATION: lcrF mutant is attenuated in mice [PMID:14742535].
2487	5236097	http://purl.obolibrary.org/obo/OGG_3005236097	MUTATION: The LD50 for the mouse of the yscH mutant was 10-fold higher than that of the parental strain indicating that YopR is involved in pathogenesis [PMID:8709853].
2488	5236107	http://purl.obolibrary.org/obo/OGG_3005236107	MUTATION: yopH mutants are unable to resist phagocytosis by J774 cells, while wild type Yersinia is able to resist phagocytosis [PMID:8809758].
2489	5236112	http://purl.obolibrary.org/obo/OGG_3005236112	MUTATION: ypkA mutants of Y. pseudotuberculosis are attenuated in mice [PMID:8441468].
2490	5236139	http://purl.obolibrary.org/obo/OGG_3005236139	MUTATION: yopE mutants are attenuated after oral or intraperitoneal infection in mice, but are not attenuated after intravenous infection in mice [PMID:2191183].
2491	3077319	http://purl.obolibrary.org/obo/OGG_3003077319	MUTATION: ymt mutants are unable to block X. cheopsis fleas and have low survival rates in the flea gut [PMID:11976454].
2492	3077339	http://purl.obolibrary.org/obo/OGG_3003077339	MUTATION: caf1A mutants are attenuated in mice [PMID:14711524].
2493	3077340	http://purl.obolibrary.org/obo/OGG_3003077340	MUTATION: caf1M mutants are attenuated in mice [PMID:14711524].
2494	2767618	http://purl.obolibrary.org/obo/OGG_3002767618	MUTATION: caf1M mutants are attenuated in mice [PMID:14711524].
2495	2767657	http://purl.obolibrary.org/obo/OGG_3002767657	MUTATION: caf1A mutants are attenuated in mice [PMID:14711524].
2496	2767661	http://purl.obolibrary.org/obo/OGG_3002767661	MUTATION: ymt mutants are unable to block X. cheopsis fleas and have low survival rates in the flea gut [PMID:11976454].
2497	2767486	http://purl.obolibrary.org/obo/OGG_3002767486	MUTATION: lcrH (sycD) mutant is avirulent in mice [PMID:2707857].
2498	2767487	http://purl.obolibrary.org/obo/OGG_3002767487	MUTATION: yopB mutant is avirulent in mouse model, fails to elicit a cytotoxic response in cultured HeLa cells and is unable to inhibit phagocytosis by macrophage-like J774 cells [PMID:8918459].
2499	2767507	http://purl.obolibrary.org/obo/OGG_3002767507	MUTATION: yopD mutants are unable to induce cytotoxicity in HeLa cells [PMID:1937815].
2501	2767526	http://purl.obolibrary.org/obo/OGG_3002767526	MUTATION: yopH mutants are unable to resist phagocytosis by J774 cells, while wild type Yersinia is able to resist phagocytosis [PMID:8809758].
2502	2767532	http://purl.obolibrary.org/obo/OGG_3002767532	MUTATION: lcrV mutants are avirulent in mice [PMID:7730287].
2503	2767553	http://purl.obolibrary.org/obo/OGG_3002767553	MUTATION: yopK (yopQ) mutant has an increased LD50 dose in mice, and infected mice died after 5 days as compared to mice infected with the wild type died after just 3 days [PMID:3002984].
2504	2767558	http://purl.obolibrary.org/obo/OGG_3002767558	MUTATION: lcrF mutant is attenuated in mice [PMID:14742535].
2505	2767571	http://purl.obolibrary.org/obo/OGG_3002767571	MUTATION: ypkA mutants of Y. pseudotuberculosis are attenuated in mice [PMID:8441468].
2506	2767574	http://purl.obolibrary.org/obo/OGG_3002767574	MUTATION: yopM mutant is attenuated in mice compared to the wild type [PMID:2401564].
2507	2767576	http://purl.obolibrary.org/obo/OGG_3002767576	MUTATION: The LD50 for the mouse of the yscH mutant was 10-fold higher than that of the parental strain indicating that YopR is involved in pathogenesis [PMID:8709853].
2508	2767578	http://purl.obolibrary.org/obo/OGG_3002767578	MUTATION: yopE mutants are attenuated after oral or intraperitoneal infection in mice, but are not attenuated after intravenous infection in mice [PMID:2191183].
2509	1149271	http://purl.obolibrary.org/obo/OGG_3001149271	MUTATION: ypkA mutants of Y. pseudotuberculosis are attenuated in mice [PMID:8441468].
2510	1149274	http://purl.obolibrary.org/obo/OGG_3001149274	MUTATION: yopH mutants are unable to resist phagocytosis by J774 cells, while wild type Yersinia is able to resist phagocytosis [PMID:8809758].
2511	1149284	http://purl.obolibrary.org/obo/OGG_3001149284	MUTATION: The LD50 for the mouse of the yscH mutant was 10-fold higher than that of the parental strain indicating that YopR is involved in pathogenesis [PMID:8709853].
2512	1149292	http://purl.obolibrary.org/obo/OGG_3001149292	MUTATION: lcrF mutant is attenuated in mice [PMID:14742535].
2513	1149310	http://purl.obolibrary.org/obo/OGG_3001149310	MUTATION: lcrV mutants are avirulent in mice [PMID:7730287].
2514	1149311	http://purl.obolibrary.org/obo/OGG_3001149311	MUTATION: lcrH mutant is avirulent in mice [PMID:2707857].
2515	1149312	http://purl.obolibrary.org/obo/OGG_3001149312	MUTATION: yopB mutant is avirulent in mouse model, fails to elicit a cytotoxic response in cultured HeLa cells and is unable to inhibit phagocytosis by macrophage-like J774 cells [PMID:8918459].
2516	1149313	http://purl.obolibrary.org/obo/OGG_3001149313	MUTATION: yopD mutants are unable to induce cytotoxicity in HeLa cells [PMID:1937815].
2517	1149317	http://purl.obolibrary.org/obo/OGG_3001149317	MUTATION: yopM mutant is attenuated in mice compared to the wild type [PMID:2401564].
2519	1149323	http://purl.obolibrary.org/obo/OGG_3001149323	MUTATION: yopK mutant has an increased LD50 dose in mice, and infected mice died after 5 days as compared to mice infected with the wild type died after just 3 days [PMID:3002984].
2520	1149332	http://purl.obolibrary.org/obo/OGG_3001149332	MUTATION: yopE mutants are attenuated after oral or intraperitoneal infection in mice, but are not attenuated after intravenous infection in mice [PMID:2191183].
2521	1149148	http://purl.obolibrary.org/obo/OGG_3001149148	MUTATION: pla mutant is attenuated in mice [PMID:1439793].
2522	1149097	http://purl.obolibrary.org/obo/OGG_3001149097	MUTATION: The LD50 for the mouse of the yscH mutant was 10-fold higher than that of the parental strain indicating that YopR is involved in pathogenesis [PMID:8709853].
2523	1149104	http://purl.obolibrary.org/obo/OGG_3001149104	MUTATION: lcrF mutant is attenuated in mice [PMID:14742535].
2524	1149118	http://purl.obolibrary.org/obo/OGG_3001149118	MUTATION: lcrV mutants are avirulent in mice [PMID:7730287].
2525	1149119	http://purl.obolibrary.org/obo/OGG_3001149119	MUTATION: lcrH mutant is avirulent in mice [PMID:2707857].
2526	1149120	http://purl.obolibrary.org/obo/OGG_3001149120	MUTATION: yopB mutant is avirulent in mouse model, fails to elicit a cytotoxic response in cultured HeLa cells and is unable to inhibit phagocytosis by macrophage-like J774 cells [PMID:8918459].
2527	1149121	http://purl.obolibrary.org/obo/OGG_3001149121	MUTATION: yopD mutants are unable to induce cytotoxicity in HeLa cells [PMID:1937815].
2528	1149123	http://purl.obolibrary.org/obo/OGG_3001149123	MUTATION: yopM mutant is attenuated in mice compared to the wild type [PMID:2401564].
2529	1149124	http://purl.obolibrary.org/obo/OGG_3001149124	MUTATION: yopK mutant has an increased LD50 dose in mice, and infected mice died after 5 days as compared to mice infected with the wild type died after just 3 days [PMID:3002984].
2530	1149129	http://purl.obolibrary.org/obo/OGG_3001149129	MUTATION: yopE mutants are attenuated  after oral or intraperitoneal infection in mice, but are not attenuated after intravenous infection in mice [PMID:2191183].
2531	1149139	http://purl.obolibrary.org/obo/OGG_3001149139	MUTATION: ypkA mutants of Y. pseudotuberculosis are attenuated in mice [PMID:8441468].
2532	1149142	http://purl.obolibrary.org/obo/OGG_3001149142	MUTATION: yopH mutants are unable to resist phagocytosis by J774 cells, while wild type Yersinia is able to resist phagocytosis [PMID:8809758].
2534	1149093	http://purl.obolibrary.org/obo/OGG_3001149093	MUTATION: caf1A mutants are attenuated in mice [PMID:14711524].
2535	1149094	http://purl.obolibrary.org/obo/OGG_3001149094	MUTATION: caf1M mutants are attenuated in mice [PMID:14711524].
2536	2763750	http://purl.obolibrary.org/obo/OGG_3002763750	MUTATION: ugd mutant had defects in intracellular survival in macrophages [PMID:16790745].
2537	2763931	http://purl.obolibrary.org/obo/OGG_3002763931	MUTATION: pcm mutant is attenuated in mice [PMID:14742535].
2538	2764073	http://purl.obolibrary.org/obo/OGG_3002764073	MUTATION: hfq mutant is highly attenuated in mice after subcutaneous or intravenous injection and has attenuated survival in macrophages [PMID:19593436].
2539	2764186	http://purl.obolibrary.org/obo/OGG_3002764186	MUTATION: greA mutants are attenuated in mice [PMID:14742535].
2540	2764362	http://purl.obolibrary.org/obo/OGG_3002764362	MUTATION: ompX mutants are attenuated in their ability to attach to and invade HeLa cells [PMID:17768237].
2541	2764482	http://purl.obolibrary.org/obo/OGG_3002764482	MUTATION: smpB ssrA mutant is attenuated in mice [PMID:20065026].
2542	2764498	http://purl.obolibrary.org/obo/OGG_3002764498	MUTATION: smpB ssrA mutant is attenuated in mice  [PMID:20065026].
2543	2764801	http://purl.obolibrary.org/obo/OGG_3002764801	MUTATION: yfeAB mutant is attenuated when given subcutaneously to mice and is avirulent when given to mice intravenously [PMID:10231495].
2544	2764839	http://purl.obolibrary.org/obo/OGG_3002764839	MUTATION: yfeAB mutant is attenuated when given subcutaneously to mice and is avirulent when given to mice intravenously [PMID:10231495].
2545	2764925	http://purl.obolibrary.org/obo/OGG_3002764925	MUTATION: ybtP mutant is avirulent in mouse bubonic plague model [PMID:10231486].
2546	2764958	http://purl.obolibrary.org/obo/OGG_3002764958	MUTATION: irp2 mutants are unable to grow at 37 degrees in iron deficient media [PMID:7896707].
2547	2764984	http://purl.obolibrary.org/obo/OGG_3002764984	MUTATION: psn (fyuA) mutant is unable to grow on iron-deficient media at 37 degrees C [PMID:7896707].
2548	2765067	http://purl.obolibrary.org/obo/OGG_3002765067	MUTATION: yapE mutant is attenuated in mice and has impaired colonization in bubonic plague model  [PMID:18936182].
2549	2765450	http://purl.obolibrary.org/obo/OGG_3002765450	MUTATION: pgm mutant of Y. pestis is attenuated in mice [PMID:12009274].
2550	2765473	http://purl.obolibrary.org/obo/OGG_3002765473	MUTATION: lpp deletion mutant is attenuated in mice [PMID:19737605].
2551	2765634	http://purl.obolibrary.org/obo/OGG_3002765634	MUTATION: purK mutant is attenuated in mice  [PMID:14742535].
2552	2765673	http://purl.obolibrary.org/obo/OGG_3002765673	MUTATION: purH mutant is attenuated in mice [PMID:14742535].
2553	2765857	http://purl.obolibrary.org/obo/OGG_3002765857	MUTATION: phoP mutants have a reduced ability to survive in J774 macrophage cell cultures and under conditions of low pH and oxidative stress in vitro. The mean lethal dose of the phoP mutant in mice was increased 75-fold in comparison with that of the wild-type strain [PMID:10816493].
2554	2766044	http://purl.obolibrary.org/obo/OGG_3002766044	MUTATION: lpxM (msbB) mutant is attenuated in mice and guinea pigs [PMID:17913308].
2555	2766170	http://purl.obolibrary.org/obo/OGG_3002766170	MUTATION: psaA mutants have a 100-fold reduced 50% lethal dose in mice  [PMID:2164509].
2556	2766260	http://purl.obolibrary.org/obo/OGG_3002766260	MUTATION: relA spoT deletion mutants are attenuated in mice [PMID:19701461].
2557	2766450	http://purl.obolibrary.org/obo/OGG_3002766450	MUTATION: mgtC mutants are defective in early intracellular survival in macrophages compared to wild type Y. pestis [PMID:16790745].
2558	2766547	http://purl.obolibrary.org/obo/OGG_3002766547	MUTATION: dam mutant is attenuated in mice [PMID:16188402].
2559	2766548	http://purl.obolibrary.org/obo/OGG_3002766548	MUTATION: psaE mutants are attenuated in mice [PMID:2164509].
2560	2766682	http://purl.obolibrary.org/obo/OGG_3002766682	MUTATION: relA spoT deletion mutants are attenuated in mice [PMID:19701461].
2561	2767357	http://purl.obolibrary.org/obo/OGG_3002767357	MUTATION: crp mutant is attenuated in mice [PMID:20086087].
2562	5397793	http://purl.obolibrary.org/obo/OGG_3005397793	MUTATION: inserting a group II intron into the botulinum neurotoxin type A gene (bont/A) rendered mutant clones nontoxigenic [PMID:19933346]
2563	5398487	http://purl.obolibrary.org/obo/OGG_3005398487	MUTATION: a BoNT/A mutant was rendered nontoxigenic [PMID:19933346]
2564	6030102	http://purl.obolibrary.org/obo/OGG_3006030102	MUTATION:  BoNT/B toxoid without non-toxic components, which are generally associated with the toxin was used attenuated and used as a vaccine candidate [PMID:15225558]
2566	6319260	http://purl.obolibrary.org/obo/OGG_3006319260	MUTATION: BoNT/E mutants were nontoxigenic as opposed to the toxigenic wild type strain [PMID:4633199]
2567	3175884	http://purl.obolibrary.org/obo/OGG_3003175884	MUTATION: sigE mutant is less invasive than the wild type in both HEp-2 and CHO cell lines [PMID:9537377].
2568	3175900	http://purl.obolibrary.org/obo/OGG_3003175900	MUTATION: spiC mutant cannot survive within macrophages and is attenuated in mice [PMID:10406797].
2569	3176267	http://purl.obolibrary.org/obo/OGG_3003176267	MUTATION: invJ mutants are defective for entry into cultured epithelial cells [PMID:7752894].
2570	3176515	http://purl.obolibrary.org/obo/OGG_3003176515	MUTATION: invI mutants are defective for entry into cultured epithelial cells [PMID:7752894].
2571	3176679	http://purl.obolibrary.org/obo/OGG_3003176679	MUTATION: sopE2 mutant has reduced ability to invade HeLa cells compared to wild-type [PMID:10735884].
2572	3177911	http://purl.obolibrary.org/obo/OGG_3003177911	MUTATION: sigD mutant is less invasive than the wild type in both HEp-2 and CHO cell lines [PMID:9537377].
2573	3178280	http://purl.obolibrary.org/obo/OGG_3003178280	MUTATION: slyA mutant is attenuated in mice [PMID:8290552].
2574	3178557	http://purl.obolibrary.org/obo/OGG_3003178557	MUTATION: sodC mutant is attenuated in mice [PMID:19577637].
2575	3178700	http://purl.obolibrary.org/obo/OGG_3003178700	MUTATION: sopE mutant is attenuated in mice [PMID:19577637].
2576	3178773	http://purl.obolibrary.org/obo/OGG_3003178773	MUTATION: ssaV and aroC double mutants are attenuated in humans [PMID:19745519].
2577	7692994	http://purl.obolibrary.org/obo/OGG_3007692994	MUTATION: sopA mutants induce significantly less fluid accumulation in bovine ligated ileal loops than the wild-type [PMID:12065528].
2578	3259856	http://purl.obolibrary.org/obo/OGG_3003259856	MUTATION: sopB mutants induce significantly less fluid accumulation in bovine ligated ileal loops than the wild-type [PMID:12065528].
2579	7693157	http://purl.obolibrary.org/obo/OGG_3007693157	MUTATION: ydjA mutant is attenuated in pigs [PMID:17526851].
2580	1256164	http://purl.obolibrary.org/obo/OGG_3001256164	MUTATION: PSLT072 mutant is attenuated in mice [PMID:16518469].
2581	1256197	http://purl.obolibrary.org/obo/OGG_3001256197	MUTATION: spvR mutant is attenuated in mice [PMID:7618105].
